[    1213ms] [VERBOSE] [DOM] Input elements should have autocomplete attributes (suggested: "current-password"): (More info: https://goo.gl/9p2vKq) @ http://127.0.0.1:15173/login:0
[    1328ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://127.0.0.1:15173/favicon.ico:0
[  118796ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://127.0.0.1:15173/api/v1/tasks/bc6a6f23-b52e-4dfd-9090-e9b344d7adae/bug-report:0
[  275130ms] [VERBOSE] [DOM] Input elements should have autocomplete attributes (suggested: "current-password"): (More info: https://goo.gl/9p2vKq) %o @ http://127.0.0.1:15173/providers:0
[  874572ms] [LOG] [vite] server connection lost. Polling for restart... @ http://127.0.0.1:15173/@vite/client:963
[  874605ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error during WebSocket handshake: net::ERR_CONNECTION_RESET @ http://127.0.0.1:15173/@vite/client:1034
[  908999ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  911833ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  915109ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  917603ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  922784ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  924977ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  927917ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  932064ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  935927ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  940014ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  944868ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  950479ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  952589ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  958095ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  963619ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  968622ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  974335ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  978493ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  983913ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  988178ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  990408ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  993332ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[  996123ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1001852ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1007191ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1011287ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1015632ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1019217ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1023319ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1029294ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1032460ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1035257ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1038161ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1042329ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1048002ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1051576ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1056068ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1060738ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1064161ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1069887ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1073254ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1075314ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1078296ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1081231ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1085666ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1091615ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1096853ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1101651ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1105298ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1109489ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1114263ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1115271ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1116278ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1117282ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1118288ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1119296ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1120302ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1121312ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1122332ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1123351ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1124422ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1125502ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1126731ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1128014ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1129717ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1132114ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1134666ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1140477ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1145397ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1149064ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1154648ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1159003ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1161403ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1166103ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1170782ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1175279ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1177594ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1180873ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1185863ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1190247ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1193345ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1197892ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1200522ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1203600ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1209160ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1212799ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1214934ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1220835ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1225581ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1228744ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1233077ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1235708ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1240305ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1245954ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1250228ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1252561ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1256826ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1261309ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1264259ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1266904ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1272576ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1275585ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1281382ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:15173/@vite/client:1034
[ 1285798ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:15173/' failed: Error in connection establishment: net::ERR_SOCKET_NOT_CONNECTED @ http://127.0.0.1:15173/@vite/client:1034
